id,適用日,職種,都道府県,労務単価
34,2015/02/01,橋りょう塗装工,東京都,27900
35,2015/02/01,橋りょう世話役,東京都,30900
36,2015/02/01,土木一般世話役,東京都,23300
37,2015/02/01,高級船員,東京都,27600
38,2015/02/01,普通船員,東京都,21700
39,2015/02/01,潜水士,東京都,36900
40,2015/02/01,潜水連絡員,東京都,25400
41,2015/02/01,潜水送気員,東京都,25200
42,2015/02/01,山林砂防工,東京都,25500
43,2015/02/01,軌道工,東京都,40700
44,2015/02/01,型わく工,東京都,23500
45,2015/02/01,大工,東京都,
46,2015/02/01,左官,東京都,24900
47,2015/02/01,配管工,東京都,20700
48,2015/02/01,はつり工,東京都,22500
49,2015/02/01,防水工,東京都,26900
50,2015/02/01,板金工,東京都,25000
51,2015/02/01,タイル工,東京都,
52,2015/02/01,サッシ工,東京都,23100
53,2015/02/01,内装工,東京都,24900
54,2015/02/01,ガラス工,東京都,22300
55,2015/02/01,建具工,東京都,21800
56,2015/02/01,ダクト工,東京都,20500
57,2015/02/01,保温工,東京都,20700
58,2015/02/01,設備機械工,東京都,21100
59,2015/02/01,交通誘導警備員A,東京都,12800
60,2015/02/01,交通誘導警備員B,東京都,11100
13,2015/02/01,特殊作業員,神奈川県,22200
14,2015/02/01,普通作業員,神奈川県,19200
15,2015/02/01,軽作業員,神奈川県,13400
16,2015/02/01,造園工,神奈川県,19600
17,2015/02/01,法面工,神奈川県,23200
18,2015/02/01,とび工,神奈川県,24600
19,2015/02/01,石工,神奈川県,24500
20,2015/02/01,ブロック工,神奈川県,23000
21,2015/02/01,電工,神奈川県,21600
22,2015/02/01,鉄筋工,神奈川県,23400
23,2015/02/01,鉄骨工,神奈川県,23200
24,2015/02/01,塗装工,神奈川県,25400
25,2015/02/01,溶接工,神奈川県,27900
26,2015/02/01,運転手（特殊）,神奈川県,22500
27,2015/02/01,運転手（一般）,神奈川県,19200
28,2015/02/01,潜かん工,神奈川県,26600
29,2015/02/01,潜かん世話役,神奈川県,31500
30,2015/02/01,さく岩工,神奈川県,24400
31,2015/02/01,トンネル特殊工,神奈川県,25200
32,2015/02/01,トンネル作業員,神奈川県,21800
33,2015/02/01,トンネル世話役,神奈川県,28700
34,2015/02/01,橋りょう特殊工,神奈川県,26800
35,2015/02/01,橋りょう塗装工,神奈川県,27900
36,2015/02/01,橋りょう世話役,神奈川県,30200
37,2015/02/01,土木一般世話役,神奈川県,23700
38,2015/02/01,高級船員,神奈川県,27600
39,2015/02/01,普通船員,神奈川県,21700
40,2015/02/01,潜水士,神奈川県,36200
41,2015/02/01,潜水連絡員,神奈川県,24600
42,2015/02/01,潜水送気員,神奈川県,24300
43,2015/02/01,山林砂防工,神奈川県,25500
44,2015/02/01,軌道工,神奈川県,39500
45,2015/02/01,型わく工,神奈川県,23400
46,2015/02/01,大工,神奈川県,
47,2015/02/01,左官,神奈川県,24200
48,2015/02/01,配管工,神奈川県,19900
49,2015/02/01,はつり工,神奈川県,22500
50,2015/02/01,防水工,神奈川県,24600
51,2015/02/01,板金工,神奈川県,24500
52,2015/02/01,タイル工,神奈川県,
53,2015/02/01,サッシ工,神奈川県,22700
54,2015/02/01,内装工,神奈川県,25200
55,2015/02/01,ガラス工,神奈川県,22300
56,2015/02/01,建具工,神奈川県,21800
57,2015/02/01,ダクト工,神奈川県,19800
58,2015/02/01,保温工,神奈川県,20700
59,2015/02/01,設備機械工,神奈川県,21100
60,2015/02/01,交通誘導警備員A,神奈川県,13000
61,2015/02/01,交通誘導警備員B,神奈川県,11300
14,2015/02/01,特殊作業員,山梨県,20900
15,2015/02/01,普通作業員,山梨県,18900
16,2015/02/01,軽作業員,山梨県,13000
17,2015/02/01,造園工,山梨県,19500
18,2015/02/01,法面工,山梨県,23800
19,2015/02/01,とび工,山梨県,22000
20,2015/02/01,石工,山梨県,24400
21,2015/02/01,ブロック工,山梨県,22900
22,2015/02/01,電工,山梨県,21100
23,2015/02/01,鉄筋工,山梨県,22800
24,2015/02/01,鉄骨工,山梨県,23400
25,2015/02/01,塗装工,山梨県,24000
26,2015/02/01,溶接工,山梨県,26800
27,2015/02/01,運転手（特殊）,山梨県,21400
28,2015/02/01,運転手（一般）,山梨県,18500
29,2015/02/01,潜かん工,山梨県,26600
30,2015/02/01,潜かん世話役,山梨県,31600
31,2015/02/01,さく岩工,山梨県,24500
32,2015/02/01,トンネル特殊工,山梨県,26900
33,2015/02/01,トンネル作業員,山梨県,21900
34,2015/02/01,トンネル世話役,山梨県,28800
35,2015/02/01,橋りょう特殊工,山梨県,26900
36,2015/02/01,橋りょう塗装工,山梨県,28000
37,2015/02/01,橋りょう世話役,山梨県,29700
38,2015/02/01,土木一般世話役,山梨県,22500
39,2015/02/01,高級船員,山梨県,27500
40,2015/02/01,普通船員,山梨県,21600
41,2015/02/01,潜水士,山梨県,36600
42,2015/02/01,潜水連絡員,山梨県,24200
43,2015/02/01,潜水送気員,山梨県,24300
44,2015/02/01,山林砂防工,山梨県,25500
45,2015/02/01,軌道工,山梨県,39100
46,2015/02/01,型わく工,山梨県,23400
47,2015/02/01,大工,山梨県,
48,2015/02/01,左官,山梨県,23800
49,2015/02/01,配管工,山梨県,19900
50,2015/02/01,はつり工,山梨県,22600
51,2015/02/01,防水工,山梨県,24300
52,2015/02/01,板金工,山梨県,24200
53,2015/02/01,タイル工,山梨県,
54,2015/02/01,サッシ工,山梨県,22800
55,2015/02/01,内装工,山梨県,25300
56,2015/02/01,ガラス工,山梨県,22400
57,2015/02/01,建具工,山梨県,21800
58,2015/02/01,ダクト工,山梨県,19700
59,2015/02/01,保温工,山梨県,20800
60,2015/02/01,設備機械工,山梨県,21100
61,2015/02/01,交通誘導警備員A,山梨県,11800
62,2015/02/01,交通誘導警備員B,山梨県,10300
15,2015/02/01,特殊作業員,長野県,20200
16,2015/02/01,普通作業員,長野県,17400
17,2015/02/01,軽作業員,長野県,13800
18,2015/02/01,造園工,長野県,18800
19,2015/02/01,法面工,長野県,22900
20,2015/02/01,とび工,長野県,21500
21,2015/02/01,石工,長野県,23200
22,2015/02/01,ブロック工,長野県,22300
23,2015/02/01,電工,長野県,19000
24,2015/02/01,鉄筋工,長野県,21200
25,2015/02/01,鉄骨工,長野県,21800
26,2015/02/01,塗装工,長野県,21400
27,2015/02/01,溶接工,長野県,23500
28,2015/02/01,運転手（特殊）,長野県,19200
29,2015/02/01,運転手（一般）,長野県,16800
30,2015/02/01,潜かん工,長野県,26800
31,2015/02/01,潜かん世話役,長野県,31700
32,2015/02/01,さく岩工,長野県,24600
33,2015/02/01,トンネル特殊工,長野県,27000
34,2015/02/01,トンネル作業員,長野県,22100
35,2015/02/01,トンネル世話役,長野県,29000
36,2015/02/01,橋りょう特殊工,長野県,27000
37,2015/02/01,橋りょう塗装工,長野県,28200
38,2015/02/01,橋りょう世話役,長野県,29100
39,2015/02/01,土木一般世話役,長野県,21900
40,2015/02/01,高級船員,長野県,27700
41,2015/02/01,普通船員,長野県,21700
42,2015/02/01,潜水士,長野県,34800
43,2015/02/01,潜水連絡員,長野県,22900
44,2015/02/01,潜水送気員,長野県,24100
45,2015/02/01,山林砂防工,長野県,25500
46,2015/02/01,軌道工,長野県,34300
47,2015/02/01,型わく工,長野県,20300
48,2015/02/01,大工,長野県,22500
49,2015/02/01,左官,長野県,20400
50,2015/02/01,配管工,長野県,18300
51,2015/02/01,はつり工,長野県,22700
52,2015/02/01,防水工,長野県,22600
53,2015/02/01,板金工,長野県,22600
54,2015/02/01,タイル工,長野県,
55,2015/02/01,サッシ工,長野県,22100
56,2015/02/01,内装工,長野県,24100
57,2015/02/01,ガラス工,長野県,22500
58,2015/02/01,建具工,長野県,21800
59,2015/02/01,ダクト工,長野県,18400
60,2015/02/01,保温工,長野県,20900
61,2015/02/01,設備機械工,長野県,21100
62,2015/02/01,交通誘導警備員A,長野県,10800
63,2015/02/01,交通誘導警備員B,長野県,9300
16,2015/02/01,特殊作業員,新潟県,18300
17,2015/02/01,普通作業員,新潟県,15500
18,2015/02/01,軽作業員,新潟県,13400
19,2015/02/01,造園工,新潟県,17500
20,2015/02/01,法面工,新潟県,21700
21,2015/02/01,とび工,新潟県,18800
22,2015/02/01,石工,新潟県,
23,2015/02/01,ブロック工,新潟県,
24,2015/02/01,電工,新潟県,17500
25,2015/02/01,鉄筋工,新潟県,19700
26,2015/02/01,鉄骨工,新潟県,18500
27,2015/02/01,塗装工,新潟県,19100
28,2015/02/01,溶接工,新潟県,20100
29,2015/02/01,運転手（特殊）,新潟県,18100
30,2015/02/01,運転手（一般）,新潟県,15900
31,2015/02/01,潜かん工,新潟県,27400
32,2015/02/01,潜かん世話役,新潟県,32400
33,2015/02/01,さく岩工,新潟県,
34,2015/02/01,トンネル特殊工,新潟県,27800
35,2015/02/01,トンネル作業員,新潟県,20300
36,2015/02/01,トンネル世話役,新潟県,28200
37,2015/02/01,橋りょう特殊工,新潟県,23500
38,2015/02/01,橋りょう塗装工,新潟県,28300
39,2015/02/01,橋りょう世話役,新潟県,26700
40,2015/02/01,土木一般世話役,新潟県,19300
41,2015/02/01,高級船員,新潟県,24200
42,2015/02/01,普通船員,新潟県,20000
43,2015/02/01,潜水士,新潟県,33800
44,2015/02/01,潜水連絡員,新潟県,20500
45,2015/02/01,潜水送気員,新潟県,22200
46,2015/02/01,山林砂防工,新潟県,22700
47,2015/02/01,軌道工,新潟県,24500
48,2015/02/01,型わく工,新潟県,18700
49,2015/02/01,大工,新潟県,19000
50,2015/02/01,左官,新潟県,18700
51,2015/02/01,配管工,新潟県,18000
52,2015/02/01,はつり工,新潟県,18500
53,2015/02/01,防水工,新潟県,19000
54,2015/02/01,板金工,新潟県,19400
55,2015/02/01,タイル工,新潟県,
56,2015/02/01,サッシ工,新潟県,21700
57,2015/02/01,内装工,新潟県,19800
58,2015/02/01,ガラス工,新潟県,18800
59,2015/02/01,建具工,新潟県,
60,2015/02/01,ダクト工,新潟県,17700
61,2015/02/01,保温工,新潟県,19500
62,2015/02/01,設備機械工,新潟県,19700
63,2015/02/01,交通誘導警備員A,新潟県,11300
64,2015/02/01,交通誘導警備員B,新潟県,9800
17,2015/02/01,特殊作業員,富山県,19500
18,2015/02/01,普通作業員,富山県,16500
19,2015/02/01,軽作業員,富山県,12700
20,2015/02/01,造園工,富山県,17300
21,2015/02/01,法面工,富山県,23100
22,2015/02/01,とび工,富山県,21000
23,2015/02/01,石工,富山県,
24,2015/02/01,ブロック工,富山県,
25,2015/02/01,電工,富山県,18500
26,2015/02/01,鉄筋工,富山県,21200
27,2015/02/01,鉄骨工,富山県,20500
28,2015/02/01,塗装工,富山県,20400
29,2015/02/01,溶接工,富山県,21000
30,2015/02/01,運転手（特殊）,富山県,19200
31,2015/02/01,運転手（一般）,富山県,15900
32,2015/02/01,潜かん工,富山県,27400
33,2015/02/01,潜かん世話役,富山県,32500
34,2015/02/01,さく岩工,富山県,
35,2015/02/01,トンネル特殊工,富山県,27500
36,2015/02/01,トンネル作業員,富山県,20200
37,2015/02/01,トンネル世話役,富山県,28300
38,2015/02/01,橋りょう特殊工,富山県,23400
39,2015/02/01,橋りょう塗装工,富山県,28400
40,2015/02/01,橋りょう世話役,富山県,27300
41,2015/02/01,土木一般世話役,富山県,20300
42,2015/02/01,高級船員,富山県,24200
43,2015/02/01,普通船員,富山県,20000
44,2015/02/01,潜水士,富山県,34500
45,2015/02/01,潜水連絡員,富山県,20600
46,2015/02/01,潜水送気員,富山県,22800
47,2015/02/01,山林砂防工,富山県,22700
48,2015/02/01,軌道工,富山県,28400
49,2015/02/01,型わく工,富山県,20700
50,2015/02/01,大工,富山県,19500
51,2015/02/01,左官,富山県,19300
52,2015/02/01,配管工,富山県,18100
53,2015/02/01,はつり工,富山県,18500
54,2015/02/01,防水工,富山県,19000
55,2015/02/01,板金工,富山県,19700
56,2015/02/01,タイル工,富山県,
57,2015/02/01,サッシ工,富山県,21000
58,2015/02/01,内装工,富山県,19700
59,2015/02/01,ガラス工,富山県,18800
60,2015/02/01,建具工,富山県,
61,2015/02/01,ダクト工,富山県,18200
62,2015/02/01,保温工,富山県,19600
63,2015/02/01,設備機械工,富山県,19700
64,2015/02/01,交通誘導警備員A,富山県,11200
65,2015/02/01,交通誘導警備員B,富山県,10200
18,2015/02/01,特殊作業員,石川県,19700
19,2015/02/01,普通作業員,石川県,17000
20,2015/02/01,軽作業員,石川県,12600
21,2015/02/01,造園工,石川県,17600
22,2015/02/01,法面工,石川県,23200
23,2015/02/01,とび工,石川県,21100
24,2015/02/01,石工,石川県,
25,2015/02/01,ブロック工,石川県,
26,2015/02/01,電工,石川県,19400
27,2015/02/01,鉄筋工,石川県,20800
28,2015/02/01,鉄骨工,石川県,20100
29,2015/02/01,塗装工,石川県,20100
30,2015/02/01,溶接工,石川県,20700
31,2015/02/01,運転手（特殊）,石川県,18700
32,2015/02/01,運転手（一般）,石川県,16600
33,2015/02/01,潜かん工,石川県,27400
34,2015/02/01,潜かん世話役,石川県,32400
35,2015/02/01,さく岩工,石川県,
36,2015/02/01,トンネル特殊工,石川県,26200
37,2015/02/01,トンネル作業員,石川県,20500
38,2015/02/01,トンネル世話役,石川県,28200
39,2015/02/01,橋りょう特殊工,石川県,23600
40,2015/02/01,橋りょう塗装工,石川県,28300
41,2015/02/01,橋りょう世話役,石川県,27800
42,2015/02/01,土木一般世話役,石川県,22000
43,2015/02/01,高級船員,石川県,24200
44,2015/02/01,普通船員,石川県,20100
45,2015/02/01,潜水士,石川県,33300
46,2015/02/01,潜水連絡員,石川県,21300
47,2015/02/01,潜水送気員,石川県,21400
48,2015/02/01,山林砂防工,石川県,22700
49,2015/02/01,軌道工,石川県,28900
50,2015/02/01,型わく工,石川県,20300
51,2015/02/01,大工,石川県,19500
52,2015/02/01,左官,石川県,19000
53,2015/02/01,配管工,石川県,18000
54,2015/02/01,はつり工,石川県,18500
55,2015/02/01,防水工,石川県,19800
56,2015/02/01,板金工,石川県,19900
57,2015/02/01,タイル工,石川県,
58,2015/02/01,サッシ工,石川県,20600
59,2015/02/01,内装工,石川県,19100
60,2015/02/01,ガラス工,石川県,18800
61,2015/02/01,建具工,石川県,
62,2015/02/01,ダクト工,石川県,18300
63,2015/02/01,保温工,石川県,19500
64,2015/02/01,設備機械工,石川県,19700
65,2015/02/01,交通誘導警備員A,石川県,11600
66,2015/02/01,交通誘導警備員B,石川県,10100
19,2015/02/01,特殊作業員,岐阜県,19600
20,2015/02/01,普通作業員,岐阜県,17500
21,2015/02/01,軽作業員,岐阜県,13000
22,2015/02/01,造園工,岐阜県,18600
23,2015/02/01,法面工,岐阜県,22600
24,2015/02/01,とび工,岐阜県,21700
25,2015/02/01,石工,岐阜県,
26,2015/02/01,ブロック工,岐阜県,24400
27,2015/02/01,電工,岐阜県,19300
28,2015/02/01,鉄筋工,岐阜県,20900
29,2015/02/01,鉄骨工,岐阜県,20700
30,2015/02/01,塗装工,岐阜県,21200
31,2015/02/01,溶接工,岐阜県,23200
32,2015/02/01,運転手（特殊）,岐阜県,20400
33,2015/02/01,運転手（一般）,岐阜県,17600
34,2015/02/01,潜かん工,岐阜県,27100
35,2015/02/01,潜かん世話役,岐阜県,32100
36,2015/02/01,さく岩工,岐阜県,23500
37,2015/02/01,トンネル特殊工,岐阜県,26100
38,2015/02/01,トンネル作業員,岐阜県,21700
39,2015/02/01,トンネル世話役,岐阜県,28000
40,2015/02/01,橋りょう特殊工,岐阜県,25200
41,2015/02/01,橋りょう塗装工,岐阜県,27300
42,2015/02/01,橋りょう世話役,岐阜県,28300
43,2015/02/01,土木一般世話役,岐阜県,21900
44,2015/02/01,高級船員,岐阜県,25100
45,2015/02/01,普通船員,岐阜県,20200
46,2015/02/01,潜水士,岐阜県,32000
47,2015/02/01,潜水連絡員,岐阜県,20900
48,2015/02/01,潜水送気員,岐阜県,20500
49,2015/02/01,山林砂防工,岐阜県,25200
50,2015/02/01,軌道工,岐阜県,32800
51,2015/02/01,型わく工,岐阜県,22400
52,2015/02/01,大工,岐阜県,22600
53,2015/02/01,左官,岐阜県,20300
54,2015/02/01,配管工,岐阜県,18900
55,2015/02/01,はつり工,岐阜県,21500
56,2015/02/01,防水工,岐阜県,20700
57,2015/02/01,板金工,岐阜県,20600
58,2015/02/01,タイル工,岐阜県,
59,2015/02/01,サッシ工,岐阜県,21600
60,2015/02/01,内装工,岐阜県,21100
61,2015/02/01,ガラス工,岐阜県,20600
62,2015/02/01,建具工,岐阜県,19200
63,2015/02/01,ダクト工,岐阜県,18100
64,2015/02/01,保温工,岐阜県,21500
65,2015/02/01,設備機械工,岐阜県,22200
66,2015/02/01,交通誘導警備員A,岐阜県,11500
67,2015/02/01,交通誘導警備員B,岐阜県,10300
20,2015/02/01,特殊作業員,静岡県,19400
21,2015/02/01,普通作業員,静岡県,18400
22,2015/02/01,軽作業員,静岡県,11800
23,2015/02/01,造園工,静岡県,18600
24,2015/02/01,法面工,静岡県,22200
25,2015/02/01,とび工,静岡県,21100
26,2015/02/01,石工,静岡県,25000
27,2015/02/01,ブロック工,静岡県,25500
28,2015/02/01,電工,静岡県,20400
29,2015/02/01,鉄筋工,静岡県,21400
30,2015/02/01,鉄骨工,静岡県,22500
31,2015/02/01,塗装工,静岡県,22500
32,2015/02/01,溶接工,静岡県,25000
33,2015/02/01,運転手（特殊）,静岡県,19900
34,2015/02/01,運転手（一般）,静岡県,17300
35,2015/02/01,潜かん工,静岡県,27100
36,2015/02/01,潜かん世話役,静岡県,32000
37,2015/02/01,さく岩工,静岡県,23400
38,2015/02/01,トンネル特殊工,静岡県,27300
39,2015/02/01,トンネル作業員,静岡県,21400
40,2015/02/01,トンネル世話役,静岡県,28000
41,2015/02/01,橋りょう特殊工,静岡県,25900
42,2015/02/01,橋りょう塗装工,静岡県,27300
43,2015/02/01,橋りょう世話役,静岡県,28500
44,2015/02/01,土木一般世話役,静岡県,22100
45,2015/02/01,高級船員,静岡県,25100
46,2015/02/01,普通船員,静岡県,20200
47,2015/02/01,潜水士,静岡県,36400
48,2015/02/01,潜水連絡員,静岡県,22700
49,2015/02/01,潜水送気員,静岡県,23300
50,2015/02/01,山林砂防工,静岡県,25200
51,2015/02/01,軌道工,静岡県,35100
52,2015/02/01,型わく工,静岡県,21100
53,2015/02/01,大工,静岡県,
54,2015/02/01,左官,静岡県,21500
55,2015/02/01,配管工,静岡県,19300
56,2015/02/01,はつり工,静岡県,21400
57,2015/02/01,防水工,静岡県,22800
58,2015/02/01,板金工,静岡県,21500
59,2015/02/01,タイル工,静岡県,
60,2015/02/01,サッシ工,静岡県,21400
61,2015/02/01,内装工,静岡県,26400
62,2015/02/01,ガラス工,静岡県,20600
63,2015/02/01,建具工,静岡県,19200
64,2015/02/01,ダクト工,静岡県,19800
65,2015/02/01,保温工,静岡県,21400
66,2015/02/01,設備機械工,静岡県,22200
67,2015/02/01,交通誘導警備員A,静岡県,11900
68,2015/02/01,交通誘導警備員B,静岡県,10100
21,2015/02/01,特殊作業員,愛知県,20400
22,2015/02/01,普通作業員,愛知県,17500
23,2015/02/01,軽作業員,愛知県,13400
24,2015/02/01,造園工,愛知県,18800
25,2015/02/01,法面工,愛知県,23400
26,2015/02/01,とび工,愛知県,22500
27,2015/02/01,石工,愛知県,
28,2015/02/01,ブロック工,愛知県,25500
29,2015/02/01,電工,愛知県,19400
30,2015/02/01,鉄筋工,愛知県,20900
31,2015/02/01,鉄骨工,愛知県,21100
32,2015/02/01,塗装工,愛知県,22100
33,2015/02/01,溶接工,愛知県,24400
34,2015/02/01,運転手（特殊）,愛知県,20100
35,2015/02/01,運転手（一般）,愛知県,18100
36,2015/02/01,潜かん工,愛知県,27100
37,2015/02/01,潜かん世話役,愛知県,32100
38,2015/02/01,さく岩工,愛知県,23500
39,2015/02/01,トンネル特殊工,愛知県,26800
40,2015/02/01,トンネル作業員,愛知県,21500
41,2015/02/01,トンネル世話役,愛知県,28000
42,2015/02/01,橋りょう特殊工,愛知県,25100
43,2015/02/01,橋りょう塗装工,愛知県,27300
44,2015/02/01,橋りょう世話役,愛知県,27900
45,2015/02/01,土木一般世話役,愛知県,21900
46,2015/02/01,高級船員,愛知県,25100
47,2015/02/01,普通船員,愛知県,20200
48,2015/02/01,潜水士,愛知県,34300
49,2015/02/01,潜水連絡員,愛知県,22200
50,2015/02/01,潜水送気員,愛知県,20800
51,2015/02/01,山林砂防工,愛知県,25200
52,2015/02/01,軌道工,愛知県,33400
53,2015/02/01,型わく工,愛知県,22700
54,2015/02/01,大工,愛知県,
55,2015/02/01,左官,愛知県,20900
56,2015/02/01,配管工,愛知県,19500
57,2015/02/01,はつり工,愛知県,21500
58,2015/02/01,防水工,愛知県,22400
59,2015/02/01,板金工,愛知県,20900
60,2015/02/01,タイル工,愛知県,
61,2015/02/01,サッシ工,愛知県,21400
62,2015/02/01,内装工,愛知県,
63,2015/02/01,ガラス工,愛知県,20600
64,2015/02/01,建具工,愛知県,19200
65,2015/02/01,ダクト工,愛知県,18700
66,2015/02/01,保温工,愛知県,21500
67,2015/02/01,設備機械工,愛知県,22200
68,2015/02/01,交通誘導警備員A,愛知県,12200
69,2015/02/01,交通誘導警備員B,愛知県,10500
22,2015/02/01,特殊作業員,三重県,19500
23,2015/02/01,普通作業員,三重県,16900
24,2015/02/01,軽作業員,三重県,12600
25,2015/02/01,造園工,三重県,18800
26,2015/02/01,法面工,三重県,23000
27,2015/02/01,とび工,三重県,23000
28,2015/02/01,石工,三重県,26100
29,2015/02/01,ブロック工,三重県,23200
30,2015/02/01,電工,三重県,19300
31,2015/02/01,鉄筋工,三重県,21100
32,2015/02/01,鉄骨工,三重県,21900
33,2015/02/01,塗装工,三重県,21500
34,2015/02/01,溶接工,三重県,24000
35,2015/02/01,運転手（特殊）,三重県,18900
36,2015/02/01,運転手（一般）,三重県,17400
37,2015/02/01,潜かん工,三重県,27100
38,2015/02/01,潜かん世話役,三重県,32100
39,2015/02/01,さく岩工,三重県,23500
40,2015/02/01,トンネル特殊工,三重県,25100
41,2015/02/01,トンネル作業員,三重県,21500
42,2015/02/01,トンネル世話役,三重県,28100
43,2015/02/01,橋りょう特殊工,三重県,25100
44,2015/02/01,橋りょう塗装工,三重県,27300
45,2015/02/01,橋りょう世話役,三重県,28900
46,2015/02/01,土木一般世話役,三重県,21000
47,2015/02/01,高級船員,三重県,24900
48,2015/02/01,普通船員,三重県,20000
49,2015/02/01,潜水士,三重県,34300
50,2015/02/01,潜水連絡員,三重県,21600
51,2015/02/01,潜水送気員,三重県,20700
52,2015/02/01,山林砂防工,三重県,25000
53,2015/02/01,軌道工,三重県,34400
54,2015/02/01,型わく工,三重県,21100
55,2015/02/01,大工,三重県,
56,2015/02/01,左官,三重県,20400
57,2015/02/01,配管工,三重県,19800
58,2015/02/01,はつり工,三重県,21500
59,2015/02/01,防水工,三重県,22200
60,2015/02/01,板金工,三重県,22300
61,2015/02/01,タイル工,三重県,
62,2015/02/01,サッシ工,三重県,21700
63,2015/02/01,内装工,三重県,
64,2015/02/01,ガラス工,三重県,20600
65,2015/02/01,建具工,三重県,19200
66,2015/02/01,ダクト工,三重県,18800
67,2015/02/01,保温工,三重県,21500
68,2015/02/01,設備機械工,三重県,22100
69,2015/02/01,交通誘導警備員A,三重県,11600
70,2015/02/01,交通誘導警備員B,三重県,10000
23,2015/02/01,特殊作業員,福井県,18400
24,2015/02/01,普通作業員,福井県,15200
25,2015/02/01,軽作業員,福井県,11400
26,2015/02/01,造園工,福井県,18100
27,2015/02/01,法面工,福井県,21100
28,2015/02/01,とび工,福井県,19800
29,2015/02/01,石工,福井県,
30,2015/02/01,ブロック工,福井県,
31,2015/02/01,電工,福井県,18500
32,2015/02/01,鉄筋工,福井県,19200
33,2015/02/01,鉄骨工,福井県,19600
34,2015/02/01,塗装工,福井県,21300
35,2015/02/01,溶接工,福井県,21100
36,2015/02/01,運転手（特殊）,福井県,17700
37,2015/02/01,運転手（一般）,福井県,17300
38,2015/02/01,潜かん工,福井県,26600
39,2015/02/01,潜かん世話役,福井県,31500
40,2015/02/01,さく岩工,福井県,21300
41,2015/02/01,トンネル特殊工,福井県,24800
42,2015/02/01,トンネル作業員,福井県,19600
43,2015/02/01,トンネル世話役,福井県,27300
44,2015/02/01,橋りょう特殊工,福井県,25100
45,2015/02/01,橋りょう塗装工,福井県,26300
46,2015/02/01,橋りょう世話役,福井県,29200
47,2015/02/01,土木一般世話役,福井県,20200
48,2015/02/01,高級船員,福井県,23400
49,2015/02/01,普通船員,福井県,19100
50,2015/02/01,潜水士,福井県,29100
51,2015/02/01,潜水連絡員,福井県,21100
52,2015/02/01,潜水送気員,福井県,21000
53,2015/02/01,山林砂防工,福井県,21300
54,2015/02/01,軌道工,福井県,31800
55,2015/02/01,型わく工,福井県,19600
56,2015/02/01,大工,福井県,18700
57,2015/02/01,左官,福井県,18600
58,2015/02/01,配管工,福井県,17900
59,2015/02/01,はつり工,福井県,20700
60,2015/02/01,防水工,福井県,20400
61,2015/02/01,板金工,福井県,20100
62,2015/02/01,タイル工,福井県,
63,2015/02/01,サッシ工,福井県,19400
64,2015/02/01,内装工,福井県,20700
65,2015/02/01,ガラス工,福井県,19900
66,2015/02/01,建具工,福井県,18600
67,2015/02/01,ダクト工,福井県,17800
68,2015/02/01,保温工,福井県,21300
69,2015/02/01,設備機械工,福井県,21200
70,2015/02/01,交通誘導警備員A,福井県,11500
71,2015/02/01,交通誘導警備員B,福井県,9900
24,2015/02/01,特殊作業員,滋賀県,17800
25,2015/02/01,普通作業員,滋賀県,16000
26,2015/02/01,軽作業員,滋賀県,12100
27,2015/02/01,造園工,滋賀県,18300
28,2015/02/01,法面工,滋賀県,22200
29,2015/02/01,とび工,滋賀県,21100
30,2015/02/01,石工,滋賀県,
31,2015/02/01,ブロック工,滋賀県,
32,2015/02/01,電工,滋賀県,18900
33,2015/02/01,鉄筋工,滋賀県,20400
34,2015/02/01,鉄骨工,滋賀県,19400
35,2015/02/01,塗装工,滋賀県,20700
36,2015/02/01,溶接工,滋賀県,22300
37,2015/02/01,運転手（特殊）,滋賀県,18000
38,2015/02/01,運転手（一般）,滋賀県,16000
39,2015/02/01,潜かん工,滋賀県,26500
40,2015/02/01,潜かん世話役,滋賀県,31400
41,2015/02/01,さく岩工,滋賀県,21200
42,2015/02/01,トンネル特殊工,滋賀県,26200
43,2015/02/01,トンネル作業員,滋賀県,19400
44,2015/02/01,トンネル世話役,滋賀県,27200
45,2015/02/01,橋りょう特殊工,滋賀県,24900
46,2015/02/01,橋りょう塗装工,滋賀県,26200
47,2015/02/01,橋りょう世話役,滋賀県,28900
48,2015/02/01,土木一般世話役,滋賀県,20400
49,2015/02/01,高級船員,滋賀県,23400
50,2015/02/01,普通船員,滋賀県,19100
51,2015/02/01,潜水士,滋賀県,29500
52,2015/02/01,潜水連絡員,滋賀県,
53,2015/02/01,潜水送気員,滋賀県,20900
54,2015/02/01,山林砂防工,滋賀県,21300
55,2015/02/01,軌道工,滋賀県,32000
56,2015/02/01,型わく工,滋賀県,19300
57,2015/02/01,大工,滋賀県,
58,2015/02/01,左官,滋賀県,19300
59,2015/02/01,配管工,滋賀県,18300
60,2015/02/01,はつり工,滋賀県,20600
61,2015/02/01,防水工,滋賀県,21100
62,2015/02/01,板金工,滋賀県,
63,2015/02/01,タイル工,滋賀県,
64,2015/02/01,サッシ工,滋賀県,20800
65,2015/02/01,内装工,滋賀県,21200
66,2015/02/01,ガラス工,滋賀県,19800
67,2015/02/01,建具工,滋賀県,18600
68,2015/02/01,ダクト工,滋賀県,17800
69,2015/02/01,保温工,滋賀県,21200
70,2015/02/01,設備機械工,滋賀県,21200
71,2015/02/01,交通誘導警備員A,滋賀県,11000
72,2015/02/01,交通誘導警備員B,滋賀県,9000
