id,開始日,終了日,職種,都道府県,労務単価
937,2015-02-01,2016-01-31,石工,岐阜県,
938,2015-02-01,2016-01-31,ブロック工,岐阜県,24400
939,2015-02-01,2016-01-31,電工,岐阜県,19300
940,2015-02-01,2016-01-31,鉄筋工,岐阜県,20900
941,2015-02-01,2016-01-31,鉄骨工,岐阜県,20700
942,2015-02-01,2016-01-31,塗装工,岐阜県,21200
943,2015-02-01,2016-01-31,溶接工,岐阜県,23200
944,2015-02-01,2016-01-31,運転手（特殊）,岐阜県,20400
945,2015-02-01,2016-01-31,運転手（一般）,岐阜県,17600
946,2015-02-01,2016-01-31,潜かん工,岐阜県,27100
947,2015-02-01,2016-01-31,潜かん世話役,岐阜県,32100
948,2015-02-01,2016-01-31,さく岩工,岐阜県,23500
949,2015-02-01,2016-01-31,トンネル特殊工,岐阜県,26100
950,2015-02-01,2016-01-31,トンネル作業員,岐阜県,21700
951,2015-02-01,2016-01-31,トンネル世話役,岐阜県,28000
952,2015-02-01,2016-01-31,橋りょう特殊工,岐阜県,25200
953,2015-02-01,2016-01-31,橋りょう塗装工,岐阜県,27300
954,2015-02-01,2016-01-31,橋りょう世話役,岐阜県,28300
955,2015-02-01,2016-01-31,土木一般世話役,岐阜県,21900
956,2015-02-01,2016-01-31,高級船員,岐阜県,25100
957,2015-02-01,2016-01-31,普通船員,岐阜県,20200
958,2015-02-01,2016-01-31,潜水士,岐阜県,32000
959,2015-02-01,2016-01-31,潜水連絡員,岐阜県,20900
960,2015-02-01,2016-01-31,潜水送気員,岐阜県,20500
961,2015-02-01,2016-01-31,山林砂防工,岐阜県,25200
962,2015-02-01,2016-01-31,軌道工,岐阜県,32800
963,2015-02-01,2016-01-31,型わく工,岐阜県,22400
964,2015-02-01,2016-01-31,大工,岐阜県,22600
965,2015-02-01,2016-01-31,左官,岐阜県,20300
966,2015-02-01,2016-01-31,配管工,岐阜県,18900
967,2015-02-01,2016-01-31,はつり工,岐阜県,21500
968,2015-02-01,2016-01-31,防水工,岐阜県,20700
969,2015-02-01,2016-01-31,板金工,岐阜県,20600
970,2015-02-01,2016-01-31,タイル工,岐阜県,
971,2015-02-01,2016-01-31,サッシ工,岐阜県,21600
972,2015-02-01,2016-01-31,内装工,岐阜県,21100
973,2015-02-01,2016-01-31,ガラス工,岐阜県,20600
974,2015-02-01,2016-01-31,建具工,岐阜県,19200
975,2015-02-01,2016-01-31,ダクト工,岐阜県,18100
976,2015-02-01,2016-01-31,保温工,岐阜県,21500
977,2015-02-01,2016-01-31,設備機械工,岐阜県,22200
978,2015-02-01,2016-01-31,交通誘導警備員A,岐阜県,11500
979,2015-02-01,2016-01-31,交通誘導警備員B,岐阜県,10300
980,2015-02-01,2016-01-31,特殊作業員,静岡県,19400
981,2015-02-01,2016-01-31,普通作業員,静岡県,18400
982,2015-02-01,2016-01-31,軽作業員,静岡県,11800
983,2015-02-01,2016-01-31,造園工,静岡県,18600
984,2015-02-01,2016-01-31,法面工,静岡県,22200
985,2015-02-01,2016-01-31,とび工,静岡県,21100
986,2015-02-01,2016-01-31,石工,静岡県,25000
987,2015-02-01,2016-01-31,ブロック工,静岡県,25500
988,2015-02-01,2016-01-31,電工,静岡県,20400
989,2015-02-01,2016-01-31,鉄筋工,静岡県,21400
990,2015-02-01,2016-01-31,鉄骨工,静岡県,22500
991,2015-02-01,2016-01-31,塗装工,静岡県,22500
992,2015-02-01,2016-01-31,溶接工,静岡県,25000
993,2015-02-01,2016-01-31,運転手（特殊）,静岡県,19900
994,2015-02-01,2016-01-31,運転手（一般）,静岡県,17300
995,2015-02-01,2016-01-31,潜かん工,静岡県,27100
996,2015-02-01,2016-01-31,潜かん世話役,静岡県,32000
997,2015-02-01,2016-01-31,さく岩工,静岡県,23400
998,2015-02-01,2016-01-31,トンネル特殊工,静岡県,27300
999,2015-02-01,2016-01-31,トンネル作業員,静岡県,21400
1000,2015-02-01,2016-01-31,トンネル世話役,静岡県,28000
1001,2015-02-01,2016-01-31,橋りょう特殊工,静岡県,25900
1002,2015-02-01,2016-01-31,橋りょう塗装工,静岡県,27300
1003,2015-02-01,2016-01-31,橋りょう世話役,静岡県,28500
1004,2015-02-01,2016-01-31,土木一般世話役,静岡県,22100
1005,2015-02-01,2016-01-31,高級船員,静岡県,25100
1006,2015-02-01,2016-01-31,普通船員,静岡県,20200
1007,2015-02-01,2016-01-31,潜水士,静岡県,36400
1008,2015-02-01,2016-01-31,潜水連絡員,静岡県,22700
1009,2015-02-01,2016-01-31,潜水送気員,静岡県,23300
1010,2015-02-01,2016-01-31,山林砂防工,静岡県,25200
1011,2015-02-01,2016-01-31,軌道工,静岡県,35100
1012,2015-02-01,2016-01-31,型わく工,静岡県,21100
1013,2015-02-01,2016-01-31,大工,静岡県,
1014,2015-02-01,2016-01-31,左官,静岡県,21500
1015,2015-02-01,2016-01-31,配管工,静岡県,19300
1016,2015-02-01,2016-01-31,はつり工,静岡県,21400
1017,2015-02-01,2016-01-31,防水工,静岡県,22800
1018,2015-02-01,2016-01-31,板金工,静岡県,21500
1019,2015-02-01,2016-01-31,タイル工,静岡県,
1020,2015-02-01,2016-01-31,サッシ工,静岡県,21400
1021,2015-02-01,2016-01-31,内装工,静岡県,26400
1022,2015-02-01,2016-01-31,ガラス工,静岡県,20600
1023,2015-02-01,2016-01-31,建具工,静岡県,19200
1024,2015-02-01,2016-01-31,ダクト工,静岡県,19800
1025,2015-02-01,2016-01-31,保温工,静岡県,21400
1026,2015-02-01,2016-01-31,設備機械工,静岡県,22200
1027,2015-02-01,2016-01-31,交通誘導警備員A,静岡県,11900
1028,2015-02-01,2016-01-31,交通誘導警備員B,静岡県,10100
1029,2015-02-01,2016-01-31,特殊作業員,愛知県,20400
1030,2015-02-01,2016-01-31,普通作業員,愛知県,17500
1031,2015-02-01,2016-01-31,軽作業員,愛知県,13400
1032,2015-02-01,2016-01-31,造園工,愛知県,18800
1033,2015-02-01,2016-01-31,法面工,愛知県,23400
1034,2015-02-01,2016-01-31,とび工,愛知県,22500
1035,2015-02-01,2016-01-31,石工,愛知県,
1036,2015-02-01,2016-01-31,ブロック工,愛知県,25500
1037,2015-02-01,2016-01-31,電工,愛知県,19400
1038,2015-02-01,2016-01-31,鉄筋工,愛知県,20900
1039,2015-02-01,2016-01-31,鉄骨工,愛知県,21100
1040,2015-02-01,2016-01-31,塗装工,愛知県,22100
1041,2015-02-01,2016-01-31,溶接工,愛知県,24400
1042,2015-02-01,2016-01-31,運転手（特殊）,愛知県,20100
1043,2015-02-01,2016-01-31,運転手（一般）,愛知県,18100
1044,2015-02-01,2016-01-31,潜かん工,愛知県,27100
1045,2015-02-01,2016-01-31,潜かん世話役,愛知県,32100
1046,2015-02-01,2016-01-31,さく岩工,愛知県,23500
1047,2015-02-01,2016-01-31,トンネル特殊工,愛知県,26800
1048,2015-02-01,2016-01-31,トンネル作業員,愛知県,21500
1049,2015-02-01,2016-01-31,トンネル世話役,愛知県,28000
1050,2015-02-01,2016-01-31,橋りょう特殊工,愛知県,25100
1051,2015-02-01,2016-01-31,橋りょう塗装工,愛知県,27300
1052,2015-02-01,2016-01-31,橋りょう世話役,愛知県,27900
1053,2015-02-01,2016-01-31,土木一般世話役,愛知県,21900
1054,2015-02-01,2016-01-31,高級船員,愛知県,25100
1055,2015-02-01,2016-01-31,普通船員,愛知県,20200
1056,2015-02-01,2016-01-31,潜水士,愛知県,34300
1057,2015-02-01,2016-01-31,潜水連絡員,愛知県,22200
1058,2015-02-01,2016-01-31,潜水送気員,愛知県,20800
1059,2015-02-01,2016-01-31,山林砂防工,愛知県,25200
1060,2015-02-01,2016-01-31,軌道工,愛知県,33400
1061,2015-02-01,2016-01-31,型わく工,愛知県,22700
1062,2015-02-01,2016-01-31,大工,愛知県,
1063,2015-02-01,2016-01-31,左官,愛知県,20900
1064,2015-02-01,2016-01-31,配管工,愛知県,19500
1065,2015-02-01,2016-01-31,はつり工,愛知県,21500
1066,2015-02-01,2016-01-31,防水工,愛知県,22400
1067,2015-02-01,2016-01-31,板金工,愛知県,20900
1068,2015-02-01,2016-01-31,タイル工,愛知県,
1069,2015-02-01,2016-01-31,サッシ工,愛知県,21400
1070,2015-02-01,2016-01-31,内装工,愛知県,
1071,2015-02-01,2016-01-31,ガラス工,愛知県,20600
1072,2015-02-01,2016-01-31,建具工,愛知県,19200
1073,2015-02-01,2016-01-31,ダクト工,愛知県,18700
1074,2015-02-01,2016-01-31,保温工,愛知県,21500
1075,2015-02-01,2016-01-31,設備機械工,愛知県,22200
1076,2015-02-01,2016-01-31,交通誘導警備員A,愛知県,12200
1077,2015-02-01,2016-01-31,交通誘導警備員B,愛知県,10500
1078,2015-02-01,2016-01-31,特殊作業員,三重県,19500
1079,2015-02-01,2016-01-31,普通作業員,三重県,16900
1080,2015-02-01,2016-01-31,軽作業員,三重県,12600
1081,2015-02-01,2016-01-31,造園工,三重県,18800
1082,2015-02-01,2016-01-31,法面工,三重県,23000
1083,2015-02-01,2016-01-31,とび工,三重県,23000
1084,2015-02-01,2016-01-31,石工,三重県,26100
1085,2015-02-01,2016-01-31,ブロック工,三重県,23200
1086,2015-02-01,2016-01-31,電工,三重県,19300
1087,2015-02-01,2016-01-31,鉄筋工,三重県,21100
1088,2015-02-01,2016-01-31,鉄骨工,三重県,21900
1089,2015-02-01,2016-01-31,塗装工,三重県,21500
1090,2015-02-01,2016-01-31,溶接工,三重県,24000
1091,2015-02-01,2016-01-31,運転手（特殊）,三重県,18900
1092,2015-02-01,2016-01-31,運転手（一般）,三重県,17400
1093,2015-02-01,2016-01-31,潜かん工,三重県,27100
1094,2015-02-01,2016-01-31,潜かん世話役,三重県,32100
1095,2015-02-01,2016-01-31,さく岩工,三重県,23500
1096,2015-02-01,2016-01-31,トンネル特殊工,三重県,25100
1097,2015-02-01,2016-01-31,トンネル作業員,三重県,21500
1098,2015-02-01,2016-01-31,トンネル世話役,三重県,28100
1099,2015-02-01,2016-01-31,橋りょう特殊工,三重県,25100
1100,2015-02-01,2016-01-31,橋りょう塗装工,三重県,27300
1101,2015-02-01,2016-01-31,橋りょう世話役,三重県,28900
1102,2015-02-01,2016-01-31,土木一般世話役,三重県,21000
1103,2015-02-01,2016-01-31,高級船員,三重県,24900
1104,2015-02-01,2016-01-31,普通船員,三重県,20000
1105,2015-02-01,2016-01-31,潜水士,三重県,34300
1106,2015-02-01,2016-01-31,潜水連絡員,三重県,21600
1107,2015-02-01,2016-01-31,潜水送気員,三重県,20700
1108,2015-02-01,2016-01-31,山林砂防工,三重県,25000
1109,2015-02-01,2016-01-31,軌道工,三重県,34400
1110,2015-02-01,2016-01-31,型わく工,三重県,21100
1111,2015-02-01,2016-01-31,大工,三重県,
1112,2015-02-01,2016-01-31,左官,三重県,20400
1113,2015-02-01,2016-01-31,配管工,三重県,19800
1114,2015-02-01,2016-01-31,はつり工,三重県,21500
1115,2015-02-01,2016-01-31,防水工,三重県,22200
1116,2015-02-01,2016-01-31,板金工,三重県,22300
1117,2015-02-01,2016-01-31,タイル工,三重県,
1118,2015-02-01,2016-01-31,サッシ工,三重県,21700
1119,2015-02-01,2016-01-31,内装工,三重県,
1120,2015-02-01,2016-01-31,ガラス工,三重県,20600
1121,2015-02-01,2016-01-31,建具工,三重県,19200
1122,2015-02-01,2016-01-31,ダクト工,三重県,18800
1123,2015-02-01,2016-01-31,保温工,三重県,21500
1124,2015-02-01,2016-01-31,設備機械工,三重県,22100
1125,2015-02-01,2016-01-31,交通誘導警備員A,三重県,11600
1126,2015-02-01,2016-01-31,交通誘導警備員B,三重県,10000
1127,2015-02-01,2016-01-31,特殊作業員,福井県,18400
1128,2015-02-01,2016-01-31,普通作業員,福井県,15200
1129,2015-02-01,2016-01-31,軽作業員,福井県,11400
1130,2015-02-01,2016-01-31,造園工,福井県,18100
1131,2015-02-01,2016-01-31,法面工,福井県,21100
1132,2015-02-01,2016-01-31,とび工,福井県,19800
1133,2015-02-01,2016-01-31,石工,福井県,
1134,2015-02-01,2016-01-31,ブロック工,福井県,
1135,2015-02-01,2016-01-31,電工,福井県,18500
1136,2015-02-01,2016-01-31,鉄筋工,福井県,19200
1137,2015-02-01,2016-01-31,鉄骨工,福井県,19600
1138,2015-02-01,2016-01-31,塗装工,福井県,21300
1139,2015-02-01,2016-01-31,溶接工,福井県,21100
1140,2015-02-01,2016-01-31,運転手（特殊）,福井県,17700
1141,2015-02-01,2016-01-31,運転手（一般）,福井県,17300
1142,2015-02-01,2016-01-31,潜かん工,福井県,26600
1143,2015-02-01,2016-01-31,潜かん世話役,福井県,31500
1144,2015-02-01,2016-01-31,さく岩工,福井県,21300
1145,2015-02-01,2016-01-31,トンネル特殊工,福井県,24800
1146,2015-02-01,2016-01-31,トンネル作業員,福井県,19600
1147,2015-02-01,2016-01-31,トンネル世話役,福井県,27300
1148,2015-02-01,2016-01-31,橋りょう特殊工,福井県,25100
1149,2015-02-01,2016-01-31,橋りょう塗装工,福井県,26300
1150,2015-02-01,2016-01-31,橋りょう世話役,福井県,29200
1151,2015-02-01,2016-01-31,土木一般世話役,福井県,20200
1152,2015-02-01,2016-01-31,高級船員,福井県,23400
1153,2015-02-01,2016-01-31,普通船員,福井県,19100
1154,2015-02-01,2016-01-31,潜水士,福井県,29100
1155,2015-02-01,2016-01-31,潜水連絡員,福井県,21100
1156,2015-02-01,2016-01-31,潜水送気員,福井県,21000
1157,2015-02-01,2016-01-31,山林砂防工,福井県,21300
1158,2015-02-01,2016-01-31,軌道工,福井県,31800
1159,2015-02-01,2016-01-31,型わく工,福井県,19600
1160,2015-02-01,2016-01-31,大工,福井県,18700
1161,2015-02-01,2016-01-31,左官,福井県,18600
1162,2015-02-01,2016-01-31,配管工,福井県,17900
1163,2015-02-01,2016-01-31,はつり工,福井県,20700
1164,2015-02-01,2016-01-31,防水工,福井県,20400
1165,2015-02-01,2016-01-31,板金工,福井県,20100
1166,2015-02-01,2016-01-31,タイル工,福井県,
1167,2015-02-01,2016-01-31,サッシ工,福井県,19400
1168,2015-02-01,2016-01-31,内装工,福井県,20700
1169,2015-02-01,2016-01-31,ガラス工,福井県,19900
1170,2015-02-01,2016-01-31,建具工,福井県,18600
1171,2015-02-01,2016-01-31,ダクト工,福井県,17800
1172,2015-02-01,2016-01-31,保温工,福井県,21300
1173,2015-02-01,2016-01-31,設備機械工,福井県,21200
1174,2015-02-01,2016-01-31,交通誘導警備員A,福井県,11500
1175,2015-02-01,2016-01-31,交通誘導警備員B,福井県,9900
1176,2015-02-01,2016-01-31,特殊作業員,滋賀県,17800
1177,2015-02-01,2016-01-31,普通作業員,滋賀県,16000
1178,2015-02-01,2016-01-31,軽作業員,滋賀県,12100
1179,2015-02-01,2016-01-31,造園工,滋賀県,18300
1180,2015-02-01,2016-01-31,法面工,滋賀県,22200
1181,2015-02-01,2016-01-31,とび工,滋賀県,21100
1182,2015-02-01,2016-01-31,石工,滋賀県,
1183,2015-02-01,2016-01-31,ブロック工,滋賀県,
1184,2015-02-01,2016-01-31,電工,滋賀県,18900
1185,2015-02-01,2016-01-31,鉄筋工,滋賀県,20400
1186,2015-02-01,2016-01-31,鉄骨工,滋賀県,19400
1187,2015-02-01,2016-01-31,塗装工,滋賀県,20700
1188,2015-02-01,2016-01-31,溶接工,滋賀県,22300
1189,2015-02-01,2016-01-31,運転手（特殊）,滋賀県,18000
1190,2015-02-01,2016-01-31,運転手（一般）,滋賀県,16000
1191,2015-02-01,2016-01-31,潜かん工,滋賀県,26500
1192,2015-02-01,2016-01-31,潜かん世話役,滋賀県,31400
1193,2015-02-01,2016-01-31,さく岩工,滋賀県,21200
1194,2015-02-01,2016-01-31,トンネル特殊工,滋賀県,26200
1195,2015-02-01,2016-01-31,トンネル作業員,滋賀県,19400
1196,2015-02-01,2016-01-31,トンネル世話役,滋賀県,27200
1197,2015-02-01,2016-01-31,橋りょう特殊工,滋賀県,24900
1198,2015-02-01,2016-01-31,橋りょう塗装工,滋賀県,26200
1199,2015-02-01,2016-01-31,橋りょう世話役,滋賀県,28900
1200,2015-02-01,2016-01-31,土木一般世話役,滋賀県,20400
1201,2015-02-01,2016-01-31,高級船員,滋賀県,23400
1202,2015-02-01,2016-01-31,普通船員,滋賀県,19100
1203,2015-02-01,2016-01-31,潜水士,滋賀県,29500
1204,2015-02-01,2016-01-31,潜水連絡員,滋賀県,
1205,2015-02-01,2016-01-31,潜水送気員,滋賀県,20900
1206,2015-02-01,2016-01-31,山林砂防工,滋賀県,21300
1207,2015-02-01,2016-01-31,軌道工,滋賀県,32000
1208,2015-02-01,2016-01-31,型わく工,滋賀県,19300
1209,2015-02-01,2016-01-31,大工,滋賀県,
1210,2015-02-01,2016-01-31,左官,滋賀県,19300
1211,2015-02-01,2016-01-31,配管工,滋賀県,18300
1212,2015-02-01,2016-01-31,はつり工,滋賀県,20600
1213,2015-02-01,2016-01-31,防水工,滋賀県,21100
1214,2015-02-01,2016-01-31,板金工,滋賀県,
1215,2015-02-01,2016-01-31,タイル工,滋賀県,
1216,2015-02-01,2016-01-31,サッシ工,滋賀県,20800
1217,2015-02-01,2016-01-31,内装工,滋賀県,21200
1218,2015-02-01,2016-01-31,ガラス工,滋賀県,19800
1219,2015-02-01,2016-01-31,建具工,滋賀県,18600
1220,2015-02-01,2016-01-31,ダクト工,滋賀県,17800
1221,2015-02-01,2016-01-31,保温工,滋賀県,21200
1222,2015-02-01,2016-01-31,設備機械工,滋賀県,21200
1223,2015-02-01,2016-01-31,交通誘導警備員A,滋賀県,11000
1224,2015-02-01,2016-01-31,交通誘導警備員B,滋賀県,9000
1225,2015-02-01,2016-01-31,特殊作業員,京都府,18200
1226,2015-02-01,2016-01-31,普通作業員,京都府,16700
1227,2015-02-01,2016-01-31,軽作業員,京都府,11900
1228,2015-02-01,2016-01-31,造園工,京都府,18800
1229,2015-02-01,2016-01-31,法面工,京都府,21500
1230,2015-02-01,2016-01-31,とび工,京都府,20800
1231,2015-02-01,2016-01-31,石工,京都府,
1232,2015-02-01,2016-01-31,ブロック工,京都府,
1233,2015-02-01,2016-01-31,電工,京都府,18500
1234,2015-02-01,2016-01-31,鉄筋工,京都府,20400
1235,2015-02-01,2016-01-31,鉄骨工,京都府,19600
1236,2015-02-01,2016-01-31,塗装工,京都府,21200
1237,2015-02-01,2016-01-31,溶接工,京都府,22100
1238,2015-02-01,2016-01-31,運転手（特殊）,京都府,17900
1239,2015-02-01,2016-01-31,運転手（一般）,京都府,15800
1240,2015-02-01,2016-01-31,潜かん工,京都府,26500
1241,2015-02-01,2016-01-31,潜かん世話役,京都府,31400
1242,2015-02-01,2016-01-31,さく岩工,京都府,21200
1243,2015-02-01,2016-01-31,トンネル特殊工,京都府,24400
1244,2015-02-01,2016-01-31,トンネル作業員,京都府,19400
1245,2015-02-01,2016-01-31,トンネル世話役,京都府,27200
1246,2015-02-01,2016-01-31,橋りょう特殊工,京都府,24900
1247,2015-02-01,2016-01-31,橋りょう塗装工,京都府,26200
1248,2015-02-01,2016-01-31,橋りょう世話役,京都府,28900
1249,2015-02-01,2016-01-31,土木一般世話役,京都府,20500
1250,2015-02-01,2016-01-31,高級船員,京都府,23400
1251,2015-02-01,2016-01-31,普通船員,京都府,19100
1252,2015-02-01,2016-01-31,潜水士,京都府,29100
1253,2015-02-01,2016-01-31,潜水連絡員,京都府,
1254,2015-02-01,2016-01-31,潜水送気員,京都府,20700
1255,2015-02-01,2016-01-31,山林砂防工,京都府,21300
1256,2015-02-01,2016-01-31,軌道工,京都府,32500
1257,2015-02-01,2016-01-31,型わく工,京都府,20900
1258,2015-02-01,2016-01-31,大工,京都府,
1259,2015-02-01,2016-01-31,左官,京都府,20400
1260,2015-02-01,2016-01-31,配管工,京都府,18600
1261,2015-02-01,2016-01-31,はつり工,京都府,20600
1262,2015-02-01,2016-01-31,防水工,京都府,21100
1263,2015-02-01,2016-01-31,板金工,京都府,
1264,2015-02-01,2016-01-31,タイル工,京都府,
1265,2015-02-01,2016-01-31,サッシ工,京都府,21100
1266,2015-02-01,2016-01-31,内装工,京都府,21300
1267,2015-02-01,2016-01-31,ガラス工,京都府,19800
1268,2015-02-01,2016-01-31,建具工,京都府,18600
1269,2015-02-01,2016-01-31,ダクト工,京都府,17600
1270,2015-02-01,2016-01-31,保温工,京都府,21200
1271,2015-02-01,2016-01-31,設備機械工,京都府,21200
1272,2015-02-01,2016-01-31,交通誘導警備員A,京都府,11100
1273,2015-02-01,2016-01-31,交通誘導警備員B,京都府,9000
1274,2015-02-01,2016-01-31,特殊作業員,大阪府,19100
1275,2015-02-01,2016-01-31,普通作業員,大阪府,16400
1276,2015-02-01,2016-01-31,軽作業員,大阪府,11800
1277,2015-02-01,2016-01-31,造園工,大阪府,18800
1278,2015-02-01,2016-01-31,法面工,大阪府,22300
1279,2015-02-01,2016-01-31,とび工,大阪府,22200
1280,2015-02-01,2016-01-31,石工,大阪府,
1281,2015-02-01,2016-01-31,ブロック工,大阪府,
1282,2015-02-01,2016-01-31,電工,大阪府,19600
1283,2015-02-01,2016-01-31,鉄筋工,大阪府,20500
1284,2015-02-01,2016-01-31,鉄骨工,大阪府,19900
1285,2015-02-01,2016-01-31,塗装工,大阪府,21900
1286,2015-02-01,2016-01-31,溶接工,大阪府,21800
1287,2015-02-01,2016-01-31,運転手（特殊）,大阪府,19200
1288,2015-02-01,2016-01-31,運転手（一般）,大阪府,16000
1289,2015-02-01,2016-01-31,潜かん工,大阪府,26500
1290,2015-02-01,2016-01-31,潜かん世話役,大阪府,31300
1291,2015-02-01,2016-01-31,さく岩工,大阪府,21200
1292,2015-02-01,2016-01-31,トンネル特殊工,大阪府,24100
1293,2015-02-01,2016-01-31,トンネル作業員,大阪府,20000
1294,2015-02-01,2016-01-31,トンネル世話役,大阪府,27200
1295,2015-02-01,2016-01-31,橋りょう特殊工,大阪府,25200
1296,2015-02-01,2016-01-31,橋りょう塗装工,大阪府,26200
1297,2015-02-01,2016-01-31,橋りょう世話役,大阪府,29500
1298,2015-02-01,2016-01-31,土木一般世話役,大阪府,21500
1299,2015-02-01,2016-01-31,高級船員,大阪府,23400
1300,2015-02-01,2016-01-31,普通船員,大阪府,19100
1301,2015-02-01,2016-01-31,潜水士,大阪府,29900
1302,2015-02-01,2016-01-31,潜水連絡員,大阪府,
1303,2015-02-01,2016-01-31,潜水送気員,大阪府,21100
1304,2015-02-01,2016-01-31,山林砂防工,大阪府,21300
1305,2015-02-01,2016-01-31,軌道工,大阪府,33100
1306,2015-02-01,2016-01-31,型わく工,大阪府,22100
1307,2015-02-01,2016-01-31,大工,大阪府,
1308,2015-02-01,2016-01-31,左官,大阪府,20500
1309,2015-02-01,2016-01-31,配管工,大阪府,19500
1310,2015-02-01,2016-01-31,はつり工,大阪府,20500
1311,2015-02-01,2016-01-31,防水工,大阪府,21200
1312,2015-02-01,2016-01-31,板金工,大阪府,
1313,2015-02-01,2016-01-31,タイル工,大阪府,
1314,2015-02-01,2016-01-31,サッシ工,大阪府,
1315,2015-02-01,2016-01-31,内装工,大阪府,21300
1316,2015-02-01,2016-01-31,ガラス工,大阪府,19800
1317,2015-02-01,2016-01-31,建具工,大阪府,18600
1318,2015-02-01,2016-01-31,ダクト工,大阪府,17600
1319,2015-02-01,2016-01-31,保温工,大阪府,21200
1320,2015-02-01,2016-01-31,設備機械工,大阪府,21200
1321,2015-02-01,2016-01-31,交通誘導警備員A,大阪府,10900
1322,2015-02-01,2016-01-31,交通誘導警備員B,大阪府,9200
1323,2015-02-01,2016-01-31,特殊作業員,兵庫県,17500
1324,2015-02-01,2016-01-31,普通作業員,兵庫県,16600
1325,2015-02-01,2016-01-31,軽作業員,兵庫県,11200
1326,2015-02-01,2016-01-31,造園工,兵庫県,18300
1327,2015-02-01,2016-01-31,法面工,兵庫県,21100
1328,2015-02-01,2016-01-31,とび工,兵庫県,21100
1329,2015-02-01,2016-01-31,石工,兵庫県,
1330,2015-02-01,2016-01-31,ブロック工,兵庫県,
1331,2015-02-01,2016-01-31,電工,兵庫県,19000
1332,2015-02-01,2016-01-31,鉄筋工,兵庫県,19600
1333,2015-02-01,2016-01-31,鉄骨工,兵庫県,18800
1334,2015-02-01,2016-01-31,塗装工,兵庫県,20000
1335,2015-02-01,2016-01-31,溶接工,兵庫県,21500
1336,2015-02-01,2016-01-31,運転手（特殊）,兵庫県,17900
1337,2015-02-01,2016-01-31,運転手（一般）,兵庫県,16000
1338,2015-02-01,2016-01-31,潜かん工,兵庫県,26500
1339,2015-02-01,2016-01-31,潜かん世話役,兵庫県,31400
1340,2015-02-01,2016-01-31,さく岩工,兵庫県,21200
1341,2015-02-01,2016-01-31,トンネル特殊工,兵庫県,23300
1342,2015-02-01,2016-01-31,トンネル作業員,兵庫県,20400
1343,2015-02-01,2016-01-31,トンネル世話役,兵庫県,27200
1344,2015-02-01,2016-01-31,橋りょう特殊工,兵庫県,25200
1345,2015-02-01,2016-01-31,橋りょう塗装工,兵庫県,26200
1346,2015-02-01,2016-01-31,橋りょう世話役,兵庫県,29100
1347,2015-02-01,2016-01-31,土木一般世話役,兵庫県,20300
1348,2015-02-01,2016-01-31,高級船員,兵庫県,24000
1349,2015-02-01,2016-01-31,普通船員,兵庫県,19100
1350,2015-02-01,2016-01-31,潜水士,兵庫県,30700
1351,2015-02-01,2016-01-31,潜水連絡員,兵庫県,22300
1352,2015-02-01,2016-01-31,潜水送気員,兵庫県,21500
1353,2015-02-01,2016-01-31,山林砂防工,兵庫県,21300
1354,2015-02-01,2016-01-31,軌道工,兵庫県,31600
1355,2015-02-01,2016-01-31,型わく工,兵庫県,20700
1356,2015-02-01,2016-01-31,大工,兵庫県,19400
1357,2015-02-01,2016-01-31,左官,兵庫県,19600
1358,2015-02-01,2016-01-31,配管工,兵庫県,17700
1359,2015-02-01,2016-01-31,はつり工,兵庫県,20600
1360,2015-02-01,2016-01-31,防水工,兵庫県,20400
1361,2015-02-01,2016-01-31,板金工,兵庫県,19400
1362,2015-02-01,2016-01-31,タイル工,兵庫県,
1363,2015-02-01,2016-01-31,サッシ工,兵庫県,
1364,2015-02-01,2016-01-31,内装工,兵庫県,21300
1365,2015-02-01,2016-01-31,ガラス工,兵庫県,19800
1366,2015-02-01,2016-01-31,建具工,兵庫県,18600
1367,2015-02-01,2016-01-31,ダクト工,兵庫県,17500
1368,2015-02-01,2016-01-31,保温工,兵庫県,21200
1369,2015-02-01,2016-01-31,設備機械工,兵庫県,21200
1370,2015-02-01,2016-01-31,交通誘導警備員A,兵庫県,11200
1371,2015-02-01,2016-01-31,交通誘導警備員B,兵庫県,9200
1372,2015-02-01,2016-01-31,特殊作業員,奈良県,19500
1373,2015-02-01,2016-01-31,普通作業員,奈良県,16800
1374,2015-02-01,2016-01-31,軽作業員,奈良県,12500
1375,2015-02-01,2016-01-31,造園工,奈良県,19700
1376,2015-02-01,2016-01-31,法面工,奈良県,22100
1377,2015-02-01,2016-01-31,とび工,奈良県,21600
1378,2015-02-01,2016-01-31,石工,奈良県,
1379,2015-02-01,2016-01-31,ブロック工,奈良県,
1380,2015-02-01,2016-01-31,電工,奈良県,18900
1381,2015-02-01,2016-01-31,鉄筋工,奈良県,20900
1382,2015-02-01,2016-01-31,鉄骨工,奈良県,19900
1383,2015-02-01,2016-01-31,塗装工,奈良県,21700
1384,2015-02-01,2016-01-31,溶接工,奈良県,23000
1385,2015-02-01,2016-01-31,運転手（特殊）,奈良県,18600
1386,2015-02-01,2016-01-31,運転手（一般）,奈良県,16400
1387,2015-02-01,2016-01-31,潜かん工,奈良県,26500
1388,2015-02-01,2016-01-31,潜かん世話役,奈良県,31400
1389,2015-02-01,2016-01-31,さく岩工,奈良県,21200
1390,2015-02-01,2016-01-31,トンネル特殊工,奈良県,23900
